in s,C1 in V
-1.9109136E+00,-1.68945E+00
-1.9107288E+00,-1.68945E+00
-1.9105440E+00,-1.61133E+00
-1.9103592E+00,-1.57227E+00
-1.9101744E+00,-1.57227E+00
-1.9099896E+00,-1.66992E+00
-1.9098048E+00,-1.63086E+00
-1.9096200E+00,-1.65039E+00
-1.9094352E+00,-1.65039E+00
-1.9092504E+00,-1.65039E+00
-1.9090656E+00,-1.57227E+00
-1.9088808E+00,-1.63086E+00
-1.9086960E+00,-1.63086E+00
-1.9085112E+00,-1.65039E+00
-1.9083264E+00,-1.65039E+00
-1.9081416E+00,-1.59180E+00
-1.9079568E+00,-1.59180E+00
-1.9077720E+00,-1.61133E+00
-1.9075872E+00,-1.59180E+00
-1.9074024E+00,-1.61133E+00
-1.9072176E+00,-1.57227E+00
-1.9070328E+00,-1.61133E+00
-1.9068480E+00,-1.65039E+00
-1.9066632E+00,-1.61133E+00
-1.9064784E+00,-1.65039E+00
-1.9062936E+00,-1.65039E+00
-1.9061088E+00,-1.65039E+00
-1.9059240E+00,-1.65039E+00
-1.9057392E+00,-1.59180E+00
-1.9055544E+00,-1.57227E+00
-1.9053696E+00,-1.65039E+00
-1.9051848E+00,-1.65039E+00
-1.9050000E+00,-1.65039E+00
-1.9048152E+00,-1.63086E+00
-1.9046304E+00,-1.63086E+00
-1.9044456E+00,-1.59180E+00
-1.9042608E+00,-1.53320E+00
-1.9040760E+00,-1.65039E+00
-1.9038912E+00,-1.65039E+00
-1.9037064E+00,-1.57227E+00
-1.9035216E+00,-1.63086E+00
-1.9033368E+00,-1.65039E+00
-1.9031520E+00,-1.57227E+00
-1.9029672E+00,-1.59180E+00
-1.9027824E+00,-1.57227E+00
-1.9025976E+00,-1.57227E+00
-1.9024128E+00,-1.57227E+00
-1.9022280E+00,-1.63086E+00
-1.9020432E+00,-1.61133E+00
-1.9018584E+00,-1.61133E+00
-1.9016736E+00,-1.65039E+00
-1.9014888E+00,-1.61133E+00
-1.9013040E+00,-1.65039E+00
-1.9011192E+00,-1.65039E+00
-1.9009344E+00,-1.65039E+00
-1.9007496E+00,-1.63086E+00
-1.9005648E+00,-1.63086E+00
-1.9003800E+00,-1.57227E+00
-1.9001952E+00,-1.63086E+00
-1.9000104E+00,-1.53320E+00
-1.8998256E+00,-1.59180E+00
-1.8996408E+00,-1.59180E+00
-1.8994560E+00,-1.61133E+00
-1.8992712E+00,-1.65039E+00
-1.8990864E+00,-1.61133E+00
